text,author_id,id,source,lang,created_at,sentiment
Ni entah sinyal indihome yang lagi kaga jelas apa wifi repeater w yang mulai error ya. Lemot banget udah semingguan :( di saat w butuh banget wifi buat zoom l4tsar wkwkwkw nonton drama aja dari tadi buffering mulu :( sepertinya harus punya wifi sendiri tapi mahal beb wkwk 😂😂,558455844,1388513288305057794,Twitter for Android,in,2021-05-01T15:18:59.000Z,negatif
"@sheque @dikirfan Tapi jaringan Biznet terbatas sekali. Aku hanya bisa langganan Indihome. Enggak ada jaringan lain di depan rumahku. Tapi layanan Indihome cukup bagus kok. Begitu ada masalah, cepat sekali diperbaikinya. Langgananku termasuk layanan telpon kabel.",117449840,1388526470230773764,Twitter Web App,in,2021-05-01T16:11:22.000Z,positif
Rugi aku bayar kowe @IndiHome,102603012,1388538525847490563,Twitter for iPhone,in,2021-05-01T16:59:17.000Z,negatif
IndiHome gembel😞,1213806264016203781,1388538878450192389,Twitter for Android,et,2021-05-01T17:00:41.000Z,negatif
@dinannda niat hati untuk indihome,1220901128876912640,1388562465282134020,Twitter for iPhone,in,2021-05-01T18:34:24.000Z,positif
"keputusan tepat emang ganti provider internet rumah, @IndiHome selalu lemot, bayar doang tapi gak ada kualitas. oiya, gak usah bales2 tweet saya ini ato DM ya, ganggu.",59451340,1388578010123493378,Twitter Web App,in,2021-05-01T19:36:10.000Z,negatif
"Empat hari sudah Indihome di rumahku mati total alias ngeselin paraaaahhhhhh. Kalo internet mati, otomatis TV mati, telepon pun ikutan mati. Sungguhlah sangat menyusahkan sekali! Ggggrrrrrrrr",36738559,1388589723531182082,Twitter for Android,in,2021-05-01T20:22:43.000Z,negatif
btw indihome ku jarang bgt gangguan loh bahkan gapernah kyk gini,1627966604,1388599058252500993,Twitter for Android,in,2021-05-01T20:59:49.000Z,positif
@IndiHome indihome tolong dong ini kenapa yaaa wifi di rumah gabisa di akses heran deh udah bayar juga gini aja mulu min,222378641,1388616863756656642,Twitter for Android,in,2021-05-01T22:10:34.000Z,negatif
"@IndiHomeCare @IndiHome Baik Terima kasih sebelumnya, sukses terus buat indihome, fast response banget 👍👍👍",68110252,1388657391554596875,Twitter Web App,in,2021-05-02T00:51:36.000Z,positif
"Bener kata yudis, indihome sebenernya responsif. Asal sesuai prosedur.",552507081,1388685254978727937,Twitter for Android,in,2021-05-02T02:42:19.000Z,positif
"Sambil nunggu buka puasa enaknya nonton drakor di netflixnya Indihome dong ..mantapp.

#MajuTerusBersamaIndihome
#InternetnyaIndonesia
#IndihomeMbois https://t.co/omv5AQ5s3p",1384499087941062662,1388687141576732680,Twitter for Android,in,2021-05-02T02:49:49.000Z,positif
@IndiHome mantap dan bravo untuk service after sales nya. sangat profesional dan gerak cepat. jarang2 company di indonesia punya pelayanan yg bagus seperti ini 👌,72035316,1388687764330188804,Twitter for iPhone,in,2021-05-02T02:52:18.000Z,positif
@IndiHome Min internet indihome se kecamatan gue putus semua dari jam 4 tadi pagi. Tolong benerin dong.,52251636,1388688324605353989,Twitter for Android,in,2021-05-02T02:54:31.000Z,negatif
@IndiHomeCare Sampai kapan ya indihome rumah saya gangguan? dari kemarin lampu LOS kedip,1187047930735149059,1388690976873455616,Twitter for Android,in,2021-05-02T03:05:04.000Z,negatif
@Gibsonreynold makanya jgn pake indihome,1301744701406498816,1388692292534345729,Twitter for Android,in,2021-05-02T03:10:17.000Z,negatif
Akhirnya indihome udh sembuh 😭 aga emosi dari kemarin ya,1081125473483018245,1388695546584391683,Twitter for Android,in,2021-05-02T03:23:13.000Z,positif
"@IndiHomeCare Alhamdulillah internet pagi ini sudah kembali normal, terima kasih admin  #pastiberes @IndiHome @IndiHomeCare",18132628,1388698252208263172,Twitter Web App,in,2021-05-02T03:33:58.000Z,positif
"Baru 2 hari yg lalu mati,sekarang mati lg @IndiHome https://t.co/GfWz3lxjpi",498844694,1388719265201594374,Twitter for Android,in,2021-05-02T04:57:28.000Z,negatif
Ini gimana internet masih belum bisa di pakai? @IndiHome @IndiHomeCare,2246888310,1388725466039611392,Twitter for iPhone,in,2021-05-02T05:22:07.000Z,negatif
"@IndiHomeCare min saya baru pasang wifi indihome, pemasangan selesai kemarin tapi sampai sekarang wifinya belum ada koneksi",1345792940015161344,1388726180912656385,Twitter Web App,in,2021-05-02T05:24:57.000Z,negatif
plis indihome jangan buat emosi lagi puasa,1272478886383607808,1388737516564467712,Twitter for Android,in,2021-05-02T06:10:00.000Z,negatif
"Nih udah literally 2 jam, indihome masih ga bagus bagus juga....",739463634,1388749836317446147,Twitter for Android,in,2021-05-02T06:58:57.000Z,negatif
Indihome error anjir,1559479652,1388750147782283267,Twitter for Android,in,2021-05-02T07:00:11.000Z,negatif
"indihome hari ke2 awal bulan masih oke lahh, awas aja ntar bikin emosi https://t.co/LrfuxXF1an",981872654,1388762587056070659,Twitter Web App,in,2021-05-02T07:49:37.000Z,positif
"@reviewapaaja @amsalfoje https://t.co/xNQXxouhlF

Coba ini, kak. Dia sendiri buka pake indihome bilang bisa. Tapi aku yang buka di hp ga bisa ini 😂",55440757,1388762691792084993,Twitter for Android,in,2021-05-02T07:50:02.000Z,positif
Kenapa si indihome sinyalnya busuk banget,1135862200441032704,1388766800234483713,Twitter for Android,in,2021-05-02T08:06:21.000Z,negatif
demi allah indihome knp lemot gini,1242786663660580864,1388767231958425600,Twitter for Android,in,2021-05-02T08:08:04.000Z,negatif
Lagi-lagi indihome berulah,1135144470230339584,1388768144345292806,Twitter for Android,in,2021-05-02T08:11:42.000Z,negatif
"RT @Vestraterose: Hebat indihome, hebat.",2558571859,1388771019532357640,Twitter for iPhone,in,2021-05-02T08:23:07.000Z,positif
Ini indihome error semua atau punyaku aja ya ._.,1021752843072548864,1388778306808418305,Twitter for Android,in,2021-05-02T08:52:05.000Z,negatif
6 jam kemudian dan indihome masih ga stabil juga. Capek gue.,1236549311883694081,1388781128329228291,Twitter for Android,in,2021-05-02T09:03:17.000Z,negatif
konyol indihome,1298795222365687809,1388783681733492739,Twitter for Android,in,2021-05-02T09:13:26.000Z,negatif
YA TUHAN INDIHOME KOK JELEK,1101131076410302464,1388785056299184134,Twitter for Android,in,2021-05-02T09:18:54.000Z,negatif
tumben indihome baik,1348691219149279232,1388786784964730885,Twitter for Android,in,2021-05-02T09:25:46.000Z,positif
Indihome bnyak yg komplen. Udh ga bs diitung jari. Jadi udh tau kan kualitas nya kayak mana. Mana jaringan ga stabil. Telpon gak bisa digunain padahal udah bayar. Udh kek beli kucing dalam karung.,117069827,1388787093158072324,Twitter for iPhone,in,2021-05-02T09:27:00.000Z,negatif
"@IndiHome Sore min ..
Dr jam 11 ganguan.
Setiap bulannya pasti ada gangguan, sampe cape aku tu sm indihome😩",539010260,1388788431807864833,Twitter for Android,in,2021-05-02T09:32:19.000Z,negatif
@IndiHome gangguan ya? Kok dari tadi siang modem ku merah terus,1249584041319206917,1388792914260598789,Twitter for iPhone,in,2021-05-02T09:50:07.000Z,negatif
Waduuu wifi down gini gue lagi belajar buat ujian. Gimana nih? @IndiHome besok kalo nilai jeblok klean mau bantuin bayar uang kuliah gue buat ngambil nih matkul di semester depan?,1157615425728815104,1388794839001563139,Twitter for iPhone,in,2021-05-02T09:57:46.000Z,negatif
"Terima kasih keluhan kami telah direspon dengan baik oleh Indihome divre Ciputat dan fasilitas internet, telp dan TV Cable sudah berfungsi dengan baik, semoga pelayanan optimal ini selalu dipertahankan #InternetnyaIndonesia @IndiHomeCare @IndiHome @TelkomIndonesia",1388450303117172738,1388800198105722881,Twitter for iPhone,in,2021-05-02T10:19:04.000Z,positif
"Utung pakai indihome ,belanja pun tinggal klik di indihomeshopping,kebutuhan apa aja tersedia disitu ada hadiahnya juga lho .
#BerkahTanpaBatasBersamaIndiHome
#InternetnyaIndonesia
#IndiHomeMbois https://t.co/h5z2skCQIg",1384101686050889736,1388812569561812992,Twitter for Android,in,2021-05-02T11:08:14.000Z,positif
"@IndiHomeCare @IndiHome 
Wifi dirumah mati tidak ada internet, lampu indikator internet dan lan tidak menyala.",1141286629941772288,1388815032444616704,Twitter for Android,in,2021-05-02T11:18:01.000Z,negatif
"@FWBESS Jaringan tergantung lokasi sih, gue Indihome udah setahunan aman2 aja ga ada kendala",1283624267741949954,1388815816267681804,Twitter for Android,in,2021-05-02T11:21:08.000Z,positif
@IndiHomeCare Terimakasih. Indihome luar biasa,1249150381063458816,1388816044580478982,Twitter for Android,in,2021-05-02T11:22:02.000Z,positif
"Dari kemaren adiknya ,merengek rengek ingin wifian di rumah nya tanpa harus keluar rumah,kini sudah dipasang wifi IndiHome nya yang rajin ya belajarnya ada IndiHome study nya juga buat belajar buat adik nya..Semangat

#MajuTerusBersamaIndiHome #InternetnyaIndonesia #IndiHomeMbois https://t.co/Vx4nC3GfTg",1382659589095661572,1388820262527803399,Twitter Web App,in,2021-05-02T11:38:48.000Z,positif
"demi allah indihome jelek bgt, instagram sampe cuma email lelet bgt",1143188107795128320,1388824516697247745,Twitter for iPhone,in,2021-05-02T11:55:42.000Z,negatif
Indihome lagi bermasalah apa gimana deh? Buffering mulu dari tadi 🙂🙂🙂,1340317097520320515,1388828629379977217,Twitter for iPhone,in,2021-05-02T12:12:03.000Z,negatif
indihome ngajak berantem mulu.,1305020456542429184,1388830286985809920,Twitter for Android,in,2021-05-02T12:18:38.000Z,negatif
"@mtevrestt Baik, Sobat. Mary senang mendengar kabar baiknya. Selamat menikmati kembali layanan IndiHome ya, semoga Kakak dengan keluarga sehat selalu. Serta Kakak juga bisa sampaikan apresiasi lho melalui... https://t.co/dTHbKtcDvX",765035200896118789,1388841522418708481,Sociomedio Pro Webhook,in,2021-05-02T13:03:17.000Z,positif
INDIHOME AWAL BULAN KOK NGELAG LO ANJ,937436682042851329,1388847019800682499,Twitter Web App,in,2021-05-02T13:25:07.000Z,negatif
"sabar bgt gua sama indihome, ngelag bgt",861688933234622464,1388847254178459653,Twitter for iPhone,in,2021-05-02T13:26:03.000Z,negatif
"@IndiHomeCare Saya tidak tahu kenapa anda tidak balas DM saya, tapi LOS MERAH ini sudah 12 JAM. Anda tahu kan sekarang lagi covid? Internet sangat penting untuk pekerjaan saya.

Apakah begini kualitas dari indihome? Saya tidak pernah telat bayar tagihan, tapi anda memberikan produk cacat?",519248273,1388847696279085058,Twitter for iPhone,in,2021-05-02T13:27:48.000Z,negatif
so sweet banget provider yang satu ini🔥 https://t.co/5gNWYPGA9K,1360077200603508746,1388850478960680962,Twitter for Android,in,2021-05-02T13:38:52.000Z,positif
gile nih wifi kek indihome aja lemot bener,1067381195858620416,1388850759744192517,Twitter for Android,in,2021-05-02T13:39:59.000Z,negatif
indihome sy geplak ya https://t.co/slxf1LEBHN,1340404657680629760,1388854083113521157,Twitter for Android,in,2021-05-02T13:53:11.000Z,negatif
@anisaaiw Udah.. Indihome aja,1091293127657189376,1388856898321981445,Twitter for Android,in,2021-05-02T14:04:22.000Z,positif
"Heh.... lagi enak nonton malah gangguan terus indihome nya, bikin emosi terus https://t.co/Hl09koNbQ9",293566374,1388858721783074816,Twitter for Android,in,2021-05-02T14:11:37.000Z,negatif
MENANGIS BERSAMA INDIHOME😔 @OURM00NLIGHT https://t.co/4cxXjFFrdR,1377580243163082753,1388860379317510147,Twitter for iPhone,in,2021-05-02T14:18:12.000Z,negatif
@IndiHome @IndiHomeCare punten ini IndiHome lagi ganguan ya? Ini jaringan kaga bisa buka apa apa,775519842,1388860530459246594,Twitter Web App,in,2021-05-02T14:18:48.000Z,negatif
PE INDIHOME JANGAN NGELAG SEKARANG GUA MAU STRIMING DRITADI LOADING MULU HERAN,1346340680956747777,1388861569816092674,Twitter for Android,in,2021-05-02T14:22:56.000Z,negatif
"Indihome dari siang tadii bermasalah @IndiHome sebel banget ini, deadline numpuk, ga bisa nugas jadinya kannn hmmm",1004515877939658752,1388865382354546691,Twitter for Android,in,2021-05-02T14:38:05.000Z,negatif
apasi indihome lemot bgt yaallah,1388236524379017216,1388868266181885956,Twitter for iPhone,in,2021-05-02T14:49:33.000Z,negatif
males bgt indihome eror lagi:(,1100590249321742336,1388868445026934796,Twitter for iPhone,in,2021-05-02T14:50:15.000Z,negatif
indihome ya allah...,1291428326993563648,1388868684978917391,Twitter for Android,in,2021-05-02T14:51:13.000Z,negatif
kalo sama provider ini apa apa emang jadi gampang😚 https://t.co/2wkJqpU4Vm,1371309215420051459,1388870208241094657,Twitter for Android,in,2021-05-02T14:57:16.000Z,positif
INDIHOME KNAPA KM LEMOTNYA SKARANG https://t.co/ghPnSpahs6,1223952453223075843,1388871122435801095,Twitter for iPhone,in,2021-05-02T15:00:54.000Z,negatif
Indihome mulai berulah 😃,1367023262446706691,1388871177695752202,Twitter for iPhone,in,2021-05-02T15:01:07.000Z,negatif
Asli kalo ada pilihan selain @IndiHome males banget make provider ini.,191868514,1388871385548681218,Twitter for iPhone,in,2021-05-02T15:01:56.000Z,negatif
"Please @IndiHome ngaco banget 4 hari gabisa dipake, telfon ke customer care juga percuma ga ada action nya.",191868514,1388871382642008066,Twitter for iPhone,in,2021-05-02T15:01:56.000Z,negatif
@TelkomCare Min saya mau berhenti indihome,1166101624906903552,1388871777695133705,Twitter for iPhone,in,2021-05-02T15:03:30.000Z,negatif
"@IndiHome oi min, ini indihome gua parah bener jaringannya 3 hari ini",518353060,1388874291442110467,Twitter for Android,in,2021-05-02T15:13:29.000Z,negatif
Indihome napa ini gangguannya lama banget ANJIRRRRRR.,2418584689,1388876421708148739,Twitter for Android,in,2021-05-02T15:21:57.000Z,negatif
Indihome mulai dehhh,1448459612,1388876534493057025,Twitter for iPhone,in,2021-05-02T15:22:24.000Z,negatif
"Indihome bener benerr yaaa, parah bangetttt mana besok ada UTS",3011197099,1388878188839804929,Twitter for Android,in,2021-05-02T15:28:58.000Z,negatif
Ternyata Indihome nya yg lemot😁,1376731578198421505,1388878624556650503,Twitter for Android,in,2021-05-02T15:30:42.000Z,negatif
indihome lancar https://t.co/8f9OwtSv68,1080395338140180480,1388880247068663808,Twitter for Android,in,2021-05-02T15:37:09.000Z,positif
sumpah ini kenapa indihome lemot parah ☹️,1336298185816383489,1388880627374559233,Twitter for Android,in,2021-05-02T15:38:40.000Z,negatif
Indihome emg asu,1147134175985557504,1388895709760421894,Twitter for Android,et,2021-05-02T16:38:36.000Z,negatif
edian indihome parah bgt asli,949996680044191744,1388896596767641600,Twitter for iPhone,in,2021-05-02T16:42:07.000Z,negatif
@IndiHomeCare kak indihome ini tiba2 wifi knp mati lagi 😖😖😖😖,988636116,1388902159173885957,Twitter for iPhone,in,2021-05-02T17:04:13.000Z,negatif
@IndiHome lemot pak,1340526161600815104,1388904647784501255,Twitter for Android,in,2021-05-02T17:14:07.000Z,negatif
@IndiHome @telkomsel tolonglah ini kenapa 3 hari jaringan jelek banget. Daerah Semarang Kota.,1328558560570052608,1388910498641481732,Twitter for Android,in,2021-05-02T17:37:22.000Z,negatif
indihome benar benar sampah,2832667969,1388928074125766656,Twitter for Android,in,2021-05-02T18:47:12.000Z,negatif
Yuhu indihome termantap @IndiHome,1384466119780487172,1388934143296167938,Twitter for iPhone,in,2021-05-02T19:11:19.000Z,positif
Mabar lancar jaya @IndiHome,1384466119780487172,1388935581560819712,Twitter for iPhone,in,2021-05-02T19:17:02.000Z,positif
"@IndiHome @TelkomCare Indikator wifi blink pelan, tdk bs connect internet. Help pls",610684664,1388937531937280008,Twitter for Android,in,2021-05-02T19:24:47.000Z,negatif
"Udah lewat 12 jam dan indihome di rumah gue belum stabil. Mana provider kartu telkomsel juga semuanya ikut ga stabil, koneksi internet kacau balau semua. Kenapa sih ini telkom ?!",1236549311883694081,1388939879652859905,Twitter for Android,in,2021-05-02T19:34:07.000Z,negatif
Sabar sabar sama indihome,4613061792,1388943165361557508,Twitter for iPad,in,2021-05-02T19:47:10.000Z,negatif
ayo berantem njrit @IndiHome,1368285612344705024,1388945280779788288,Twitter for Android,in,2021-05-02T19:55:34.000Z,negatif
aku kecewa berat sama kamu @IndiHome,1368285612344705024,1388946511648624641,Twitter for Android,in,2021-05-02T20:00:28.000Z,negatif
@IndiHomeCare @IndiHome bohong,1368285612344705024,1388947094497501184,Twitter for Android,in,2021-05-02T20:02:47.000Z,negatif
@IndiHome ini ngapa modem wifi gua kedip2 merah mulu dah,1228694204626268160,1388952966481076231,Twitter for iPhone,in,2021-05-02T20:26:07.000Z,negatif
Beberapa hari ini @IndiHome dirumah sering banget error. Kenapa ya? Mulai dari gada jaringan padahal normal bahkan sering lampu indikator los.,253900825,1388964904116178944,Twitter for Android,in,2021-05-02T21:13:33.000Z,negatif
INDIHOME BANGKE LEMOT BGT JKSIAHSKAHSAKJAJ,1379701727729840129,1388965078859325440,Twitter for Android,in,2021-05-02T21:14:15.000Z,negatif
Anak jaman sekarang maunya lihat YouTube aja untung ada Indihome dirumah ...... https://t.co/Un7HtAueXu,164114428,1388966202047832065,Twitter Web App,in,2021-05-02T21:18:42.000Z,positif
Indihome cacat,1290442048923996161,1389014087795834880,Twitter for Android,ca,2021-05-03T00:28:59.000Z,negatif
Halo @IndiHome @IndiHomeCare tolong di reply ya tweet saya mengenai problem gak bisa nyala internet &amp; tv kabel nya ya. Thanks,371664447,1389017178674892801,Twitter for iPhone,in,2021-05-03T00:41:16.000Z,negatif
agaknya youtube meremehkan wifi indihome saya yang sangat lancar 😔🤌🏻,1358575372183347200,1389022752011481090,Twitter for iPhone,in,2021-05-03T01:03:25.000Z,positif
"@IndiHomeCare @IndiHome wifi mati, lost signal, ada lampu merah berkedip. Mohon tindak lanjutnya karena dipakai kerja. Terimakasih",133058277,1389023077737009153,Twitter Web App,in,2021-05-03T01:04:43.000Z,negatif
"@IndiHomeCare Selamat Pagi, pasukan seribu satu alasan. Selamat juga buat BASI kalian yang sudah memasuki bulan yang ke-2 👍 @indihome",3071275652,1389024000970395648,Twitter for Android,in,2021-05-03T01:08:23.000Z,negatif
Selamat pagi..indihome sy mati hampir sudah 3 hari..PON nya merah terus..terima kasih,887519451242840064,1389026954301435904,Twitter for Android,in,2021-05-03T01:20:07.000Z,negatif
"halo indihome, PENTING! lampu los tiba tiba merah dan sampai sekarang masih seperti itu. Apa ada kendala? @IndiHome @IndiHomeCare",1464056066,1389028510316912641,Twitter for Android,in,2021-05-03T01:26:18.000Z,negatif
"@IndiHomeCare Indihome bagaimana sih?, Tiga hari tidak bisa akses! Baru benar 2 hari sekarang internet gak bisa di akses!!! Rugi nih bayar tapi bisa seminggu gak ada akses...",273702048,1389031390566518786,Twitter for Android,in,2021-05-03T01:37:45.000Z,negatif
indihome mah ih nyebelin banget,1320778660924641285,1389033763074580484,Twitter for iPad,in,2021-05-03T01:47:10.000Z,negatif
Indihome gakjelas,1371186738094170120,1389044745498894336,Twitter for Android,in,2021-05-03T02:30:49.000Z,negatif
aku cinta kamu indihome 😊💗,1240482515531345920,1389045272458629121,Twitter for Android,in,2021-05-03T02:32:54.000Z,positif
indihome knp putus nyambung gini,1204008455654129665,1389045426590949378,Twitter for Android,in,2021-05-03T02:33:31.000Z,negatif
indihome lo lemot banget 👎💔,1208931671891795968,1389045929924202496,Twitter for Android,in,2021-05-03T02:35:31.000Z,negatif
@IndiHomeCare pagi min. saya mau melakukan pemutusan indihome karena tagihan terus naik,255426893,1389046226314665984,Twitter for iPhone,in,2021-05-03T02:36:42.000Z,negatif
"Lg puasa gini dr pd cuma mengkhayal dpt THR yg tak kunjung turun, mending ikutan lomba IndiHome THR Challenge. Kesempatan besar utk bs dptin hadiahnya yg oke2 bgt! #IndiHomeTHRChallenge #FestivalSobatIndiHome https://t.co/8JuX5y6k7N",50802747,1389046796672847878,Twitter for iPhone,in,2021-05-03T02:38:58.000Z,positif
"sales indihome aneh bgt ye emg. gak profesional bgt anjir, spam bgt ga sabaran. ga dibales 5 menit udah nge p p aje. poor @IndiHome",182209750,1389047777519276033,Twitter for iPhone,in,2021-05-03T02:42:52.000Z,negatif
"Pagi-pagi udah ngamuk sama Call Center IndiHome, habis ini buka puasa.",829320087664365569,1389049052466094086,Twitter for Android,in,2021-05-03T02:47:56.000Z,negatif
godaan puasa datang dalam bentuk gangguan mati nyala wifi indihome ya allaaah,956097341877923841,1389051276747436032,Twitter for iPhone,in,2021-05-03T02:56:46.000Z,negatif